repetitiveness_score,len,ppl
9.848484848484848,200,15.762940046104752
5.0,63,14.09558702997072
11.11111111111111,124,11.401684506497917
10.92436974789916,200,27.304657761238115
14.814814814814813,200,8.655512770957063
14.705882352941178,177,5.533902423187017
14.084507042253522,200,69.10491943234531
7.142857142857142,53,16.37377894774932
12.258064516129032,200,19.846778616059797
12.269938650306749,200,41.0314719543965
17.058823529411764,200,19.199538547663806
13.071895424836603,200,13.62121584676132
17.123287671232877,200,22.323964556676287
17.94871794871795,200,26.935668474878867
15.432098765432098,200,18.345411205533985
14.374999999999998,200,26.542161108927345
16.0,84,6.994772613603034
17.197452229299362,200,1.3302693069877527
13.609467455621301,200,10.587257454129942
18.181818181818183,200,8.690169300798864
14.743589743589745,200,15.286074663717951
13.20754716981132,200,38.79820764143337
11.03896103896104,200,13.678924365880894
9.929078014184398,200,18.943684493062367
13.333333333333334,182,15.938347123265444
15.517241379310345,200,13.569517529473648
12.080536912751679,200,27.437963590887076
11.377245508982035,200,32.927373828434135
13.548387096774196,200,18.39857066715568
14.193548387096774,200,24.442208349570777
14.743589743589745,200,23.28742378535198
17.006802721088434,192,18.527230211148588
15.753424657534246,200,12.907713939596775
17.24137931034483,141,12.977429138497135
20.13422818791946,200,21.010125085728088
10.526315789473683,200,8.49845832749526
12.5,57,4.915136863130765
17.391304347826086,84,6.737857065379192
12.0,200,22.372854173835297
13.071895424836603,200,12.124439201446036
12.258064516129032,200,13.056919681302961
7.142857142857142,72,14.0018924274374
16.99346405228758,200,9.870601107720232
11.931818181818182,200,18.67018114515698
11.515151515151516,200,14.068018463088332
5.88235294117647,73,46.46415529230182
12.5,200,13.903702433606295
4.444444444444445,69,50.17330770142092
14.14141414141414,128,16.701592436272012
12.080536912751679,200,11.498784572390525
12.025316455696203,200,22.886209344018642
9.219858156028367,200,38.82702545578066
16.201117318435752,200,14.847286545057436
11.949685534591195,200,12.026512076292537
12.698412698412698,200,2.3032620240098725
14.465408805031446,200,7.316640545340683
20.754716981132077,146,7.171786819659339
9.48905109489051,200,19.220743875964327
13.636363636363635,165,20.130313299904543
18.0327868852459,200,5.906940039091502
22.424242424242426,200,6.834491053661504
16.9811320754717,138,11.742849811314711
3.1746031746031744,97,17.097531624552676
12.32876712328767,200,28.860148357409162
12.121212121212121,200,6.468466916093482
14.814814814814813,200,20.28965294970707
11.18421052631579,200,17.41908464359074
14.583333333333334,200,26.057947624329206
15.384615384615385,200,20.91907458007349
8.433734939759036,89,1.2885621307506552
15.723270440251572,200,14.49733883933232
18.181818181818183,200,19.17898114652908
10.062893081761008,200,19.89818721918629
18.51851851851852,200,10.610310439751
14.37908496732026,200,12.026797517283189
10.909090909090908,200,16.706082723567203
16.233766233766232,200,25.003591638443837
15.277777777777779,200,8.201570958451049
16.89189189189189,200,20.832044464009734
12.751677852348994,200,23.848961211546733
15.151515151515152,200,19.70065335370969
10.778443113772456,200,19.070598480995493
12.977099236641221,200,34.970920097664695
16.3265306122449,200,2.2705819722264597
18.0327868852459,72,17.121911247507786
11.25,200,22.919250246235325
12.371134020618557,131,10.937945701698224
9.352517985611511,200,10.159377223564341
13.245033112582782,200,11.699026545317935
16.0,200,25.150658671357096
12.244897959183673,200,14.275523312041907
12.422360248447205,200,15.828015999499847
16.969696969696972,200,14.44394949355865
14.102564102564102,200,8.940199582177222
16.379310344827587,159,19.623426249206545
6.25,59,23.22634878058745
10.493827160493826,200,13.800291572525582
16.43835616438356,104,22.645905585950118
17.073170731707318,200,11.103747260504207
17.46031746031746,152,19.251106896836298
11.612903225806452,200,19.00189326351025
17.880794701986755,200,16.001545168065746
11.881188118811881,124,13.261345413467437
7.746478873239436,200,59.877469265956954
15.723270440251572,200,13.752535145506128
15.432098765432098,200,13.215290750777534
16.129032258064516,200,11.041089219149596
12.676056338028168,200,30.771113740734574
13.90728476821192,200,7.145406104156621
13.513513513513514,91,24.5057853008596
9.027777777777777,200,19.017511360905768
10.738255033557047,200,22.167347260824997
11.888111888111888,200,21.657431882460667
13.253012048192772,200,27.900135148592884
27.7027027027027,200,14.534094917961767
5.46875,200,66.1333678012594
12.209302325581394,200,19.17447894874416
8.88888888888889,65,1.8047435070617617
13.414634146341465,200,34.3852737716742
12.5,190,14.132700431439723
8.19672131147541,77,68.46667515014221
12.751677852348994,200,14.219256277777275
12.987012987012985,200,16.891040421916294
6.382978723404255,57,19.71072872877871
15.0,200,10.109596479319087
18.787878787878785,200,10.03195171067923
9.210526315789473,95,18.117494239954844
11.450381679389313,200,36.89166235949978
15.032679738562091,200,16.4604038875186
4.761904761904762,49,27.960635123357928
12.574850299401197,200,35.54181735677708
14.374999999999998,200,13.926446177574885
9.25925925925926,200,9.301624566110272
11.224489795918368,200,6.011835591276001
12.080536912751679,200,16.49583216390639
11.39240506329114,200,32.39250314013836
9.25925925925926,200,16.292658132154564
12.418300653594772,200,9.245772828703274
11.612903225806452,200,14.753404395572945
14.545454545454545,200,32.10082556783817
18.269230769230766,200,16.091384057367275
12.5,200,13.34702479085099
15.277777777777779,200,6.384805473479471
18.51851851851852,177,7.221671244627738
27.586206896551722,200,10.062392602978024
12.345679012345679,161,25.1263265013783
17.177914110429448,200,17.385070660461476
14.960629921259844,200,5.287151048160005
11.695906432748536,200,19.534297685455048
17.857142857142858,200,10.536989263840525
12.925170068027212,200,37.97998589238152
8.982035928143713,200,13.708078098385634
6.25,70,2.0003170496294578
9.271523178807946,200,38.32511364683735
15.625,200,15.951702954840167
13.924050632911392,200,14.00374376712295
14.788732394366196,200,14.275800250815252
15.267175572519085,200,26.866816036543756
9.49367088607595,200,15.494557393045316
10.79136690647482,200,10.124351100153849
15.294117647058824,200,1.3591744400700625
15.833333333333332,186,11.75157998579075
20.481927710843372,113,10.240684028705898
8.450704225352112,140,15.58816379247955
15.950920245398773,200,18.710875986433553
