repetitiveness_score,len,ppl
5.737704918032787,200,8.45671370340902
18.852459016393443,200,1.8207040052332677
5.9259259259259265,200,1.2679855951296337
6.7164179104477615,200,5.1743373830757475
0.0,2,15.442611083696695
7.964601769911504,200,3.1658238594395396
0.0,200,5.180376157466558
4.487179487179487,200,3.6963115898364607
6.508875739644971,200,7.888438894287111
7.43801652892562,200,9.233476693840744
7.792207792207792,200,7.021373538078616
6.666666666666667,200,6.789737336849516
7.894736842105263,200,4.367031276142293
5.625,200,8.786852480124665
4.968944099378882,200,2.904512823957361
0.0,38,5.423078533172425
12.056737588652481,200,7.246271191406788
4.838709677419355,200,4.117088571669345
4.0,200,8.00014739876813
6.451612903225806,200,7.772278272272152
6.944444444444445,200,11.108078903420258
4.273504273504273,199,10.315637992882081
7.6923076923076925,200,5.396199425334935
10.493827160493826,200,5.432683192720082
3.571428571428571,41,7.125990115940196
6.081081081081082,200,8.093234227043938
10.457516339869281,200,6.655882737444005
4.430379746835443,200,9.695630754319096
11.44578313253012,200,5.957168858506182
7.6923076923076925,200,8.829906400141638
5.952380952380952,200,11.448285548559948
9.395973154362416,200,6.194954846565954
5.263157894736842,200,1.8807517042155766
3.6231884057971016,200,2.114250088248324
0.0,200,1.0674428829675144
0.0,65,4.977930554992551
6.622516556291391,200,7.738854233442654
5.590062111801243,200,6.518182965201706
0.0,200,1.7308379909858718
4.23728813559322,200,6.2058624602782375
8.695652173913043,200,1.2728862586925087
6.61764705882353,200,5.60639920682371
1.4705882352941175,200,1.0710236421884887
0.0,7,4.284765764265291
4.651162790697675,128,6.257430701079126
7.913669064748201,200,5.002918200444258
1.9230769230769231,200,1.176239512213998
8.536585365853659,200,9.172569998246267
10.596026490066226,200,6.953661219613861
8.695652173913043,200,4.560286448826859
7.792207792207792,200,5.357654437801859
6.875000000000001,200,6.9211277597596705
9.090909090909092,200,4.427688451369676
3.896103896103896,100,7.773626261823541
6.666666666666667,200,12.084960859765093
7.2992700729927,200,6.121468959396901
7.476635514018691,200,8.398241710734062
6.875000000000001,200,6.567436408674038
6.832298136645963,200,11.890895610377086
0.0,129,3.7712520462805847
9.316770186335404,200,4.058087742996567
5.555555555555555,200,1.2658811951343214
3.571428571428571,84,6.665299739145668
6.666666666666667,200,7.309914869102966
9.090909090909092,200,6.590848216396013
2.857142857142857,102,12.222402055012077
0.0,200,1.127086880101918
5.521472392638037,200,5.858781961956819
7.0588235294117645,200,8.766768719923926
2.9850746268656714,200,1.3026649117163533
0.0,6,131.20524111063645
5.147058823529411,200,8.272076845805715
5.7324840764331215,200,4.488113804936546
7.6923076923076925,200,7.098461625981391
7.586206896551724,200,4.336637953307482
