repetitiveness_score,len,ppl
57.34265734265735,200,6.137339316950984
89.28571428571429,43,13.014380629073603
91.78082191780823,200,6.667924791659764
69.6078431372549,131,12.56350616365076
100.0,2,9.861176200226412
76.06837606837607,200,5.653656196822766
73.52941176470588,200,10.538645143131731
67.21311475409836,154,7.650662787376692
77.57009345794393,127,8.442868903442637
68.58974358974359,200,9.654115435693395
69.48051948051948,200,8.29116369046207
100.0,5,4.176899005740717
54.48717948717948,200,4.5930158012937286
55.660377358490564,200,3.5517258880396265
72.07792207792207,200,6.410708970563694
84.61538461538461,38,10.929479574141224
62.33766233766234,200,6.9885736678547445
68.27586206896552,200,5.5238654550752715
64.70588235294117,200,8.201448085661442
57.74647887323944,200,5.981040137858225
84.44444444444444,72,9.005838059938041
63.84615384615384,200,8.312753040179551
81.88405797101449,200,10.439848249008978
74.3421052631579,191,9.981370582957545
86.76470588235294,96,8.614164795880837
67.37588652482269,200,8.531213730076054
58.333333333333336,200,3.741500006136809
63.63636363636363,200,10.165971817609256
70.71428571428572,200,4.791791464120994
72.07792207792207,200,12.478727613912454
69.87179487179486,200,6.464581024423385
100.0,14,10.23717246581417
66.66666666666666,200,5.190847684506807
56.71641791044776,200,4.647926725100044
60.431654676258994,200,8.37978890375035
68.75,179,7.098111561824849
71.94244604316546,200,8.518274047982201
80.3921568627451,139,8.37923667503372
56.060606060606055,200,7.130596982604318
21.794871794871796,200,2.2874648644482343
45.0,200,2.0516911387304213
68.35443037974683,200,11.479705756926073
70.32967032967034,114,10.46841338306951
73.8255033557047,200,9.41411932508416
55.118110236220474,200,4.5531191821073795
67.06586826347305,200,12.521174973134567
65.38461538461539,200,2.0597274608229594
76.57657657657657,200,14.314397639151005
52.94117647058824,200,3.8165598900454243
72.3404255319149,200,3.9190795001901626
76.05633802816901,200,8.733010831885371
69.6,200,5.90459961791652
72.3076923076923,80,10.162410856581285
66.66666666666666,200,5.476528318933476
17.857142857142858,200,1.5580222425970873
54.22535211267606,200,4.63214583990779
60.483870967741936,200,5.625942539350022
60.3448275862069,200,10.932879596921248
42.5,200,4.311444023067186
85.71428571428571,20,8.796880107418788
82.6923076923077,84,5.590650558595671
67.36111111111111,200,6.575354125339287
64.36781609195403,200,9.029391540320047
100.0,7,9.439835774359505
63.76811594202898,200,4.041263583191017
