repetitiveness_score,len,ppl
16.666666666666664,200,64.43367018726715
0.0,10,112.6279256044056
12.422360248447205,200,25.318707876328112
10.48951048951049,200,64.77614037122976
0.0,5,2.2988244838438767
15.384615384615385,97,7.642199046390025
15.0,200,25.74242776456276
18.181818181818183,200,14.578419686089342
9.929078014184398,187,17.959201921065247
16.783216783216783,200,2.105372966336153
11.409395973154362,200,25.187937685569278
13.194444444444445,200,20.872015448031643
12.4031007751938,200,69.85019137647197
5.970149253731343,200,46.740425525644696
10.759493670886076,200,33.015173931159076
5.263157894736842,110,50.805462203492475
12.101910828025478,200,25.948952875593626
13.88888888888889,59,25.781870435662043
9.49367088607595,200,29.071462254184414
12.0,200,32.27936115881304
9.45945945945946,136,41.360200443758686
12.0,142,29.980767013240225
10.071942446043165,200,17.869813030131706
11.409395973154362,200,10.348124963114742
7.6923076923076925,30,36.90240810647824
11.940298507462686,200,86.79793734195256
14.285714285714285,200,84.72613619768875
14.285714285714285,200,26.094749146010773
14.473684210526317,200,31.2965051517124
10.457516339869281,200,48.40444385877569
14.754098360655737,200,14.327567642986647
21.73913043478261,85,4.409069280709205
2.272727272727273,200,4.414668777170343
11.016949152542372,170,41.212477752972845
9.210526315789473,200,10.569737199780683
7.000000000000001,152,37.75602033415634
12.837837837837837,200,20.77958120417629
6.666666666666667,44,19.995266479758982
14.788732394366196,200,20.841745040282355
20.37037037037037,200,9.248466607040546
0.0,200,17.45894607044557
11.03896103896104,200,76.487777165735
14.723926380368098,200,25.205470705579582
12.418300653594772,200,29.806132375804566
10.666666666666668,200,45.19756908006826
11.409395973154362,200,38.1902737538271
8.49673202614379,200,18.958057006002466
11.71875,200,93.81303669901334
0.0,13,152.520761019817
0.0,6,487.4349909517476
8.19672131147541,190,27.162107175328316
10.434782608695652,200,36.523247326582855
9.929078014184398,200,34.13292272810003
3.0303030303030303,163,4.457134772881559
6.8181818181818175,200,106.12932330466381
10.344827586206897,200,13.676602406971023
12.5,200,22.234588265217564
9.45945945945946,200,63.10411940930528
15.671641791044777,200,3.75460709184644
0.0,200,1.1858399925906256
10.227272727272728,200,30.135317852388003
10.95890410958904,124,23.643598553160494
9.876543209876543,200,24.306930022263767
0.0,17,2.165712136463032
12.883435582822086,200,23.757749311533182
13.66906474820144,200,40.331541436642375
8.633093525179856,200,20.5580317647746
0.0,13,18.366600223046607
7.8431372549019605,133,31.05898847910369
12.666666666666668,200,17.784684838966683
10.975609756097562,200,47.16774654099845
13.157894736842104,174,66.00440163598178
12.179487179487179,200,26.59967841955152
12.025316455696203,200,33.42320852822379
10.81081081081081,200,19.78115868293641
12.280701754385964,200,23.907709971314215
14.444444444444443,200,12.82891623673169
10.79136690647482,200,46.558263816577494
6.666666666666667,56,29.80362873800127
5.555555555555555,200,12.816570142989633
13.333333333333334,200,50.37239518298864
12.837837837837837,200,25.7918195780471
0.0,11,1.9276512788909768
5.633802816901409,115,32.69443421223679
14.0625,75,13.42180417059354
14.634146341463413,200,14.622776540764571
12.883435582822086,200,23.551731428091724
13.084112149532709,200,17.206392558577676
13.740458015267176,200,24.27178005049663
9.271523178807946,200,59.472111011295304
11.76470588235294,200,16.401350983793723
1.2658227848101267,200,29.185112308909613
14.084507042253522,200,23.88150905486652
12.5,200,14.740119209279214
9.75609756097561,200,34.06585544741758
10.982658959537572,200,25.49747618013486
8.860759493670885,200,16.783663181046812
14.723926380368098,200,39.00272440956478
12.121212121212121,200,19.951394215662994
11.18421052631579,200,34.41792785567588
9.63855421686747,200,22.975128496578638
0.0,14,222.35072140326787
7.2992700729927,200,19.327004014012868
9.774436090225564,200,49.73122044776668
6.349206349206349,200,13.554160898132524
12.658227848101266,200,23.5395312381179
10.48951048951049,200,39.969970050994405
6.5420560747663545,200,7.797108116615617
9.554140127388536,200,24.586560005348623
12.32876712328767,105,21.711608297201735
